episode_id,season,episode,episode_code,title,airdate,year,runtime_minutes,rating,summary,source_url,summary_word_count,rule_category_count,primary_rule_theme,conflict_signal_count,conflict_signals_per_100_words,synopsis_friction_score,character_count,theme__Etiquette & manners,theme__Truth & trust,theme__Space & access,theme__Relationships & loyalty,theme__Identity & language,theme__Money & exchange,theme__Health & body,theme__Reputation & status,character__Larry,character__Cheryl,character__Jeff,character__Susie,character__Leon,character__Richard,character__Ted,character__Marty
51164,6,6,S06E06,The Rat Dog,2007-10-14,2007,30,8.5,"A faulty toaster makes life difficult for Loretta and Leon. Larry repeatedly offends a hearing impaired girl about the small dog she keeps with her. Larry and Leon get their phones mixed up, and Larry traumatizes the entire audience at Sammy's middle school production of Grease when he invites Jeff's exterminator to watch the show.",https://www.tvmaze.com/episodes/51164/curb-your-enthusiasm-6x06-the-rat-dog,55,2,Etiquette & manners,1,1.818,29.6,3,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
51165,6,7,S06E07,The TiVo Guy,2007-10-21,2007,30,8.8,"Cheryl is finally tired of Larry being Larry after her plane encounters severe turbulence and Larry seems more concerned about a malfunctioning TV device. After Cheryl announces that she's leaving Larry, the incident quickly splits up Larry's friends, who now have to break the news to Larry as to whose side they are taking.",https://www.tvmaze.com/episodes/51165/curb-your-enthusiasm-6x07-the-tivo-guy,54,1,Relationships & loyalty,0,0.0,14.48,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0
51166,6,8,S06E08,The N Word,2007-10-28,2007,30,8.9,"Larry goes to the hospital to see his new girlfriend, an orthopedist. While in the bathroom, Larry overhears one end of a very angry, horribly offensive cell phone conversation. But repeating what the man said offends another doctor - the same one who is about to perform Jeff's operation. But it only results in Jeff's head getting shaved, who now has to deal with being bald. Larry has to give testimony as Jeff prepares to sue the hospital.",https://www.tvmaze.com/episodes/51166/curb-your-enthusiasm-6x08-the-n-word,77,4,Health & body,2,2.597,55.24,2,0,0,1,1,0,0,3,1,1,0,1,0,0,0,0,0
51167,6,9,S06E09,The Therapist,2007-11-04,2007,30,9.1,"Larry devises an overly elaborate plan to win back Cheryl. He does so by trying to get on her therapist's good side. Meanwhile, Larry accuses Marty Funkhauser of taking charity money under false pretenses.",https://www.tvmaze.com/episodes/51167/curb-your-enthusiasm-6x09-the-therapist,34,3,Truth & trust,1,2.941,35.08,3,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
51168,6,10,S06E10,The Bat Mitzvah,2007-11-11,2007,30,9.3,"The Blacks learn some good news: they get to go home. As Larry says goodbye, he once again offends the wrong person, who takes his revenge on Larry by spreading a nasty rumor involving him and a gerbil. But thankfully Jeff's daughter's bat mitzvahs is coming up, and that provides Larry with the perfect, public opportunity to clear up that nasty rumor, as well as one more chance to patch things up with Cheryl.",https://www.tvmaze.com/episodes/51168/curb-your-enthusiasm-6x10-the-bat-mitzvah,74,5,Truth & trust,2,2.703,62.88,3,1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0
51169,7,1,S07E01,Funkhouser's Crazy Sister,2009-09-20,2009,30,8.5,"Larry attempts a preemptive breakup with an ailing Loretta, and learns with Jeff that you can't make an ""empty gesture"" to a Funkhouser.",https://www.tvmaze.com/episodes/51169/curb-your-enthusiasm-7x01-funkhousers-crazy-sister,23,0,Other social friction,0,0.0,2.76,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
51170,7,2,S07E02,Vehicular Fellatio,2009-09-27,2009,30,9.3,"Larry deliberately tries to annoy Loretta, against the advice of a renowned doctor. Later, Larry dooms Richard Lewis' new relationship, and ends up profiting from Leon's indiscretion with the wife of a depressed pal.",https://www.tvmaze.com/episodes/51170/curb-your-enthusiasm-7x02-vehicular-fellatio,34,2,Relationships & loyalty,0,0.0,20.08,3,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
51171,7,3,S07E03,The Reunion,2009-10-04,2009,30,8.8,"Approaching the 10 year mark, Larry and Jeff finally agree to do a Seinfeld reunion show. However, after getting a bad set of tickets to a Lakers game, he tries to call the reunion off after offending the head of NBC. Meanwhile Larry hatches a scheme to win back Cheryl by casting her as George's ex-wife.",https://www.tvmaze.com/episodes/51171/curb-your-enthusiasm-7x03-the-reunion,56,3,Relationships & loyalty,1,1.786,37.72,3,0,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0
51172,7,4,S07E04,The Hot Towel,2009-10-11,2009,30,8.5,"A series of bizarre events leads Larry to get his doctor's personal phone number, but how much will Larry's doctor regret it?",https://www.tvmaze.com/episodes/51172/curb-your-enthusiasm-7x04-the-hot-towel,22,1,Health & body,0,0.0,10.64,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
51173,7,5,S07E05,Denise Handicapped,2009-10-18,2009,30,9.4,"Larry embraces the upside of disability when he courts a handicap woman to take to a recital at a friend's house, but she doesn't return the favor when Suzie throws Larry's cell phone in the ocean and Larry loses her number in the process.",https://www.tvmaze.com/episodes/51173/curb-your-enthusiasm-7x05-denise-handicapped,44,2,Identity & language,0,0.0,21.28,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
51174,7,6,S07E06,The Bare Midriff,2009-10-25,2009,30,8.8,Larry inadvertently creates a miracle when he fires his assistant for exposing her waistline around the office. Jerry gets the idea to use Larry's latest mishap as part of the upcoming Seinfeld reunion show.,https://www.tvmaze.com/episodes/51174/curb-your-enthusiasm-7x06-the-bare-midriff,34,1,Space & access,0,0.0,12.08,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51175,7,7,S07E07,The Black Swan,2009-11-01,2009,30,8.5,Larry is forced to cover his tracks after he accidentally causes the death of a country club member and kills the club's mascot in an act of self defense.,https://www.tvmaze.com/episodes/51175/curb-your-enthusiasm-7x07-the-black-swan,29,2,Space & access,0,0.0,19.48,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
51176,7,8,S07E08,Officer Krupke,2009-11-08,2009,30,7.9,"While Cheryl competes for a role on the Seinfeld reunion, Larry is forced by Jeff to embrace his feminine side after a series of bizarre events leads Suzie to think he's having an affair.",https://www.tvmaze.com/episodes/51176/curb-your-enthusiasm-7x08-officer-krupke,34,1,Relationships & loyalty,0,0.0,12.08,3,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0
51177,7,9,S07E09,The Table Read,2009-11-15,2009,30,9.0,"Rehearsals for the Seinfeld reunion show get complicated when Larry's text message exchange with a 9 year old Seinfeld fan lands him in trouble with the local authorities. Meanwhile, Leon tries to fool Michael Richards.",https://www.tvmaze.com/episodes/51177/curb-your-enthusiasm-7x09-the-table-read,34,0,Other social friction,1,2.941,11.08,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
51178,7,10,S07E10,Seinfeld,2009-11-22,2009,45,9.0,Taping the Seinfeld reunion proves to be difficult after Larry's fight with a local coffee vendor alienates Jason Alexander and costs him quality time with Cheryl.,https://www.tvmaze.com/episodes/51178/curb-your-enthusiasm-7x10-seinfeld,26,1,Relationships & loyalty,1,3.846,18.12,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
51179,8,1,S08E01,The Divorce,2011-07-10,2011,30,7.7,"Larry learns his lawyer isn't kosher, and rescinds a cookie order from the Girl Scout daughter of a beleaguered sports owner.",https://www.tvmaze.com/episodes/51179/curb-your-enthusiasm-8x01-the-divorce,21,0,Other social friction,0,0.0,2.52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51180,8,2,S08E02,The Safe House,2011-07-17,2011,30,7.8,Larry becomes an unlikely role model for battered women; Richard Lewis's relationship with a burlesque performer is put to the test; Leon survives a case of mistaken identity.,https://www.tvmaze.com/episodes/51180/curb-your-enthusiasm-8x02-the-safe-house,28,1,Identity & language,0,0.0,11.36,3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
51181,8,3,S08E03,Palestinian Chicken,2011-07-24,2011,30,8.4,"Larry plays ""social assassin"" to the hilt at a dinner party, on the golf course, and at a Palestinian restaurant with chicken to die for.",https://www.tvmaze.com/episodes/51181/curb-your-enthusiasm-8x03-palestinian-chicken,25,3,Etiquette & manners,0,0.0,27.0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
51182,8,4,S08E04,The Smiley Face,2011-07-31,2011,30,7.4,"Larry vows to topple a sacred dating taboo, and regrets making concessions to his new office neighbor; Jeffʼs alibi to get out of a dinner backfires.",https://www.tvmaze.com/episodes/51182/curb-your-enthusiasm-8x04-the-smiley-face,27,4,Etiquette & manners,1,3.704,47.24,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
51183,8,5,S08E05,Vow of Silence,2011-08-07,2011,30,7.9,"A friend who has taken a vow of silence creates a stir at multiple parties, Larry eats Jeff's dog's last meal, and Richard Lewis is snubbed meeting Larry for lunch.",https://www.tvmaze.com/episodes/51183/curb-your-enthusiasm-8x05-vow-of-silence,30,1,Relationships & loyalty,0,0.0,11.6,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
51184,8,6,S08E06,The Hero,2011-08-14,2011,30,8.0,"Larry accidentally becomes a hero on the flight to New York, earning him the respect of the woman sitting next to him on the plane. It backfires when Jeff and Suzie try to court Ricky Gervais.",https://www.tvmaze.com/episodes/51184/curb-your-enthusiasm-8x06-the-hero,36,1,Reputation & status,1,2.778,24.32,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
51185,8,7,S08E07,The Bi-Sexual,2011-08-21,2011,30,7.9,"Larry and Rosie O'Donnell try to court the same woman. Larry takes Leon's advice, which gives him an advantage, but he finds it doesn't always work in the long run.",https://www.tvmaze.com/episodes/51185/curb-your-enthusiasm-8x07-the-bi-sexual,30,1,Money & exchange,0,0.0,11.6,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
51186,8,8,S08E08,Car Periscope,2011-08-28,2011,30,8.0,Larry and Jeff weigh an investment opportunity; Wanda Sykes preempts Larry's training schedule.,https://www.tvmaze.com/episodes/51186/curb-your-enthusiasm-8x08-car-periscope,13,0,Other social friction,0,0.0,1.56,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51187,8,9,S08E09,Mister Softee,2011-09-04,2011,30,7.6,"An ice-cream truck triggers a painful childhood memory for Larry that impacts a softball title game, a therapist's fees, Bill Buckner's legacy, and his new girlfriend's travel preferences.",https://www.tvmaze.com/episodes/51187/curb-your-enthusiasm-8x09-mister-softee,29,2,Relationships & loyalty,0,0.0,19.48,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
51188,8,10,S08E10,Larry vs. Michael J. Fox,2011-09-11,2011,30,8.9,"In the Season Eight finale, Larry accuses NY neighbor Michael J. Fox of harassment; Jeff takes a bullet for Susie; and Larry is scolded for giving an inappropriate birthday gift to Jennifer's son, Greg.",https://www.tvmaze.com/episodes/51188/curb-your-enthusiasm-8x10-larry-vs-michael-j-fox,34,2,Etiquette & manners,1,2.941,27.08,3,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1244898,9,1,S09E01,Foisted!,2017-10-01,2017,30,8.4,"Larry tries to rid himself of an inept assistant, offends Jeff's barber and gets into hot water over a new project.",https://www.tvmaze.com/episodes/1244898/curb-your-enthusiasm-9x01-foisted,21,1,Reputation & status,1,4.762,17.52,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1277773,9,2,S09E02,The Pickle Gambit,2017-10-08,2017,30,7.8,"Larry reaches out to a familiar face, gives a hotel guest sartorial advice and looks to create a diversion to help a friend's nephew.",https://www.tvmaze.com/episodes/1277773/curb-your-enthusiasm-9x02-the-pickle-gambit,24,3,Etiquette & manners,0,0.0,26.88,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1308987,9,3,S09E03,A Disturbance in the Kitchen,2017-10-15,2017,30,8.2,"Larry turns to a writer for advice. Searching for Susie's missing ""little sister,"" he gets ticketed by an overzealous cop.",https://www.tvmaze.com/episodes/1308987/curb-your-enthusiasm-9x03-a-disturbance-in-the-kitchen,20,1,Space & access,0,0.0,10.4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1308988,9,4,S09E04,Running with the Bulls,2017-10-22,2017,30,7.6,Larry's therapist accuses him of overstepping; Susie grows suspicious of Jeff; Larry bribes an usher at a funeral.,https://www.tvmaze.com/episodes/1308988/curb-your-enthusiasm-9x04-running-with-the-bulls,18,3,Etiquette & manners,1,5.556,33.16,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
1308989,9,5,S09E05,Thank You for Your Service,2017-10-29,2017,30,7.8,"Larry commits a faux pas with Sammi's fiance, and tries to start over with his mail carrier and golf club security guard.",https://www.tvmaze.com/episodes/1308989/curb-your-enthusiasm-9x05-thank-you-for-your-service,22,1,Space & access,0,0.0,10.64,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1339807,9,6,S09E06,The Accidental Text on Purpose,2017-11-05,2017,30,8.6,Larry invents a clever ploy for getting his friends out of relationship jams; Larry upsets Funkhouser's new girlfriend.,https://www.tvmaze.com/episodes/1339807/curb-your-enthusiasm-9x06-the-accidental-text-on-purpose,18,1,Relationships & loyalty,1,5.556,17.16,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
1339808,9,7,S09E07,Namaste,2017-11-12,2017,30,7.8,"Larry angers a hot yoga teacher, has an auspicious first date and seethes over a run-in with an unfair Uber driver.",https://www.tvmaze.com/episodes/1339808/curb-your-enthusiasm-9x07-namaste,22,1,Relationships & loyalty,0,0.0,10.64,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1339809,9,8,S09E08,Never Wait for Seconds!,2017-11-19,2017,30,7.8,Bridget asks Larry for a favor on behalf of her son. Larry earns unexpected gratitude in a buffet line.,https://www.tvmaze.com/episodes/1339809/curb-your-enthusiasm-9x08-never-wait-for-seconds,19,1,Space & access,0,0.0,10.28,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1347543,9,9,S09E09,The Shucker,2017-11-26,2017,45,7.8,Larry is blackmailed by an employee and tormented by someone from his past. Jeff and Larry pitch a new creative venture.,https://www.tvmaze.com/episodes/1347543/curb-your-enthusiasm-9x09-the-shucker,21,1,Identity & language,0,0.0,10.52,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1347544,9,10,S09E10,Fatwa!,2017-12-03,2017,50,7.8,"In the Season 9 finale, Larry has a scheduling conflict; takes issue with work associates; and hosts a pair of ungrateful houseguests.",https://www.tvmaze.com/episodes/1347544/curb-your-enthusiasm-9x10-fatwa,21,1,Money & exchange,1,4.762,17.52,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1773091,10,1,S10E01,Happy New Year,2020-01-19,2020,37,9.1,"Larry kicks off the new year with a new rival--Mocha Joe. Later, at a cocktail party hosted by Jeff and Susie, Larry gets roped into lunch plans and has a misunderstanding with a caterer.",https://www.tvmaze.com/episodes/1773091/curb-your-enthusiasm-10x01-happy-new-year,35,1,Etiquette & manners,1,2.857,24.2,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1787363,10,2,S10E02,Side Sitting,2020-01-26,2020,34,8.5,"Larry's lawyer tries to resolve the situation with his assistant, Alice. Larry surprises Susie with an impressive birthday gift and comes one step closer to exacting revenge on Mocha Joe.",https://www.tvmaze.com/episodes/1787363/curb-your-enthusiasm-10x02-side-sitting,30,1,Etiquette & manners,1,3.333,18.6,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1787364,10,3,S10E03,Artificial Fruit,2020-02-02,2020,38,8.5,Larry drops the ball when he gets the chance to make amends with Alice. Larry and Richard go to extreme lengths for their upcoming lunch date.,https://www.tvmaze.com/episodes/1787364/curb-your-enthusiasm-10x03-artificial-fruit,26,1,Relationships & loyalty,0,0.0,11.12,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1787365,10,4,S10E04,You're Not Going to Get Me to Say Anything Bad About Mickey,2020-02-09,2020,45,8.0,"Travel plans go awry when Larry brings an impromptu date to a destination wedding. At the hotel, Larry finds himself in a sticky situation when he goes searching for a toothbrush.",https://www.tvmaze.com/episodes/1787365/curb-your-enthusiasm-10x04-youre-not-going-to-get-me-to-say-anything-bad-about-mickey,31,3,Etiquette & manners,0,0.0,27.72,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1787366,10,5,S10E05,Insufficient Praise,2020-02-16,2020,38,8.1,"Larry receives a problematic gift from Freddy Funkhouser, causes trouble with Richard's new girlfriend, and offends one of Jeff's A-list clients.",https://www.tvmaze.com/episodes/1787366/curb-your-enthusiasm-10x05-insufficient-praise,22,3,Etiquette & manners,2,9.091,40.64,4,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
1791745,10,6,S10E06,The Surprise Party,2020-02-23,2020,38,8.2,"When Susie plans a surprise party for Jeff, Larry suspects she has ulterior motives, and enlists the help of his new friend Wally to ensure things don't go awry. Larry connects with a problematic inventor to develop an innovative new product.",https://www.tvmaze.com/episodes/1791745/curb-your-enthusiasm-10x06-the-surprise-party,41,3,Etiquette & manners,0,0.0,28.92,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1791746,10,7,S10E07,The Ugly Section,2020-03-01,2020,30,8.6,"Larry attempts to capitalize on a friend's unexpected death and takes issue with a pattern of discrimination at a trendy restaurant. Later, Larry offers his dermatologist's son a job and Richard has a suspiciously good day on the golf course.",https://www.tvmaze.com/episodes/1791746/curb-your-enthusiasm-10x07-the-ugly-section,40,4,Space & access,0,0.0,36.8,2,0,0,2,1,0,2,1,0,1,0,0,0,0,1,0,0
1798401,10,8,S10E08,"Elizabeth, Margaret and Larry",2020-03-08,2020,30,8.7,"A prominent actor shadows Larry to prepare for an upcoming role. Larry meddles in the sale of Cheryl's sister's house, helps Leon grow a new business and stirs up trouble at a dinner party hosted by Richard's girlfriend.",https://www.tvmaze.com/episodes/1798401/curb-your-enthusiasm-10x08-elizabeth-margaret-and-larry,38,3,Etiquette & manners,1,2.632,35.56,4,2,0,0,2,0,1,0,0,1,1,0,0,1,1,0,0
1798402,10,9,S10E09,Beep Panic,2020-03-15,2020,30,7.9,Mocha Joe hatches a plan to sabotage his adversary. Larry develops a debilitating habit and takes pity on a waitress. Richard prepares for a career-defining role.,https://www.tvmaze.com/episodes/1798402/curb-your-enthusiasm-10x09-beep-panic,27,1,Space & access,0,0.0,11.24,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1801158,10,10,S10E10,The Spite Store,2020-03-22,2020,40,8.7,"Larry runs into an unwelcome familiar face, seeks a second opinion on his knee injury and causes a rift between expectant parents.",https://www.tvmaze.com/episodes/1801158/curb-your-enthusiasm-10x10-the-spite-store,22,2,Relationships & loyalty,0,0.0,18.64,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2174624,11,1,S11E01,The Five-Foot Fence,2021-10-24,2021,42,8.7,"A discovery in Larry's backyard threatens to derail his latest creative venture, while a clumsy mishap threatens the future of his latest romance. Albert Brooks hosts an unprecedented event, and Leon makes arrangements for an upcoming trip.",https://www.tvmaze.com/episodes/2174624/curb-your-enthusiasm-11x01-the-five-foot-fence,37,0,Other social friction,2,5.405,18.44,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2182880,11,2,S11E02,Angel Muffin,2021-10-31,2021,36,7.7,"Larry is forced to attend an ill-fated work meeting and investigates the truth behind a faulty toilet. Determined to unravel a mystery of his own, Jeff employs Larry's detective skills.",https://www.tvmaze.com/episodes/2182880/curb-your-enthusiasm-11x02-angel-muffin,31,1,Money & exchange,0,0.0,11.72,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2193941,11,3,S11E03,The Mini Bar,2021-11-07,2021,37,8.0,"In a last-ditch effort, Larry enlists Cheryl's help with a project and, later, concocts a plan that could finally save his newest creative venture.",https://www.tvmaze.com/episodes/2193941/curb-your-enthusiasm-11x03-the-mini-bar,25,1,Relationships & loyalty,0,0.0,11.0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2193942,11,4,S11E04,The Watermelon,2021-11-14,2021,39,8.2,"After agreeing to take Susie's new rabbi golfing, Larry then cashes in on her favor. Later, Larry's appeal to Woody Harrelson's animal rights activism comes with unexpected consequences.",https://www.tvmaze.com/episodes/2193942/curb-your-enthusiasm-11x04-the-watermelon,28,1,Space & access,0,0.0,11.36,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2193943,11,5,S11E05,IRASSHAIMASE!,2021-11-21,2021,35,8.3,"After enlisting both Jeff and Freddy's help for the occasion, Larry's hot date quickly goes south.",https://www.tvmaze.com/episodes/2193943/curb-your-enthusiasm-11x05-irasshaimase,16,1,Relationships & loyalty,0,0.0,9.92,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2200225,11,6,S11E06,Man Fights Tiny Woman,2021-11-28,2021,35,8.1,"Larry navigates the complexities of requesting a new chauffeur, letting his roofer do his job, and imparting some constructive criticism to his chiropractor.",https://www.tvmaze.com/episodes/2200225/curb-your-enthusiasm-11x06-man-fights-tiny-woman,23,1,Money & exchange,0,0.0,10.76,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2205272,11,7,S11E07,Irma Kostroski,2021-12-05,2021,33,7.8,"Ahead of Election Day, Larry befriends City Councilwoman Irma Kostroski while mediating a conflict between a difficult actor and his prop master.",https://www.tvmaze.com/episodes/2205272/curb-your-enthusiasm-11x07-irma-kostroski,22,0,Other social friction,1,4.545,9.64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2216470,11,8,S11E08,What Have I Done?,2021-12-12,2021,41,8.0,Larry does damage control to remain in Irma's good graces while encouraging Leon to monetize his knack for husbandly counsel.,https://www.tvmaze.com/episodes/2216470/curb-your-enthusiasm-11x08-what-have-i-done,20,1,Relationships & loyalty,0,0.0,10.4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2216471,11,9,S11E09,"Igor, Gregor, & Timor",2021-12-19,2021,35,7.1,Larry does the right thing (and regrets it) while seizing an unprecedented opportunity to avoid Irma. Jeff seeks out a pricey peace offering for Susie.,https://www.tvmaze.com/episodes/2216471/curb-your-enthusiasm-11x09-igor-gregor-timor,25,0,Other social friction,0,0.0,3.0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2216472,11,10,S11E10,The Mormon Advantage,2021-12-26,2021,39,7.9,"With the city council vote rapidly approaching, Larry gives some unsolicited marriage advice and hosts an event for an American hero.",https://www.tvmaze.com/episodes/2216472/curb-your-enthusiasm-11x10-the-mormon-advantage,21,2,Relationships & loyalty,0,0.0,18.52,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2714239,12,1,S12E01,Atlanta,2024-02-04,2024,35,7.8,"Larry heads to Georgia to appear at the birthday party of a prominent businessman. Leon visits his Auntie Rae. Later, Larry has some trouble with his glasses and faces off with a surly hotel cleaner",https://www.tvmaze.com/episodes/2714239/curb-your-enthusiasm-12x01-atlanta,35,3,Etiquette & manners,1,2.857,35.2,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2749879,12,2,S12E02,The Lawn Jockey,2024-02-11,2024,35,7.2,"Still in Atlanta, Larry finds himself stuck at a rental home with a questionable lawn ornament. Meanwhile Jeff pays the price for taking Larry's advice for Susie's birthday gift.",https://www.tvmaze.com/episodes/2749879/curb-your-enthusiasm-12x02-the-lawn-jockey,29,2,Etiquette & manners,0,0.0,19.48,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
2757475,12,3,S12E03,"Vertical Drop, Horizontal Tug",2024-02-18,2024,30,7.9,Larry's improved golf game causes trouble with an acclaimed actor. Freddy helps his neighbours through a delicate issue.,https://www.tvmaze.com/episodes/2757475/curb-your-enthusiasm-12x03-vertical-drop-horizontal-tug,18,1,Space & access,1,5.556,17.16,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2764578,12,4,S12E04,Disgruntled,2024-02-25,2024,30,7.6,Larry finds himself in Takahashi's crosshairs after a note is found in the men's locker room. Tensions mount when Larry and Irma's couple's counselor crosses a professional line.,https://www.tvmaze.com/episodes/2764578/curb-your-enthusiasm-12x04-disgruntled,28,1,Space & access,1,3.571,18.36,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2768789,12,5,S12E05,Fish Stuck,2024-03-03,2024,30,7.7,"After an incident at temple, Larry asks his friends to vouch for his character while also trying to help name a baby and care for a fish.",https://www.tvmaze.com/episodes/2768789/curb-your-enthusiasm-12x05-fish-stuck,27,2,Space & access,0,0.0,19.24,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2774810,12,6,S12E06,The Gettysburg Address,2024-03-10,2024,30,8.0,"Larry tries to make better use of the time he spends in the bathroom, while Susie starts a new business and her advertising has unexpected results. Later, Larry gives acting advice to an A-list actress.",https://www.tvmaze.com/episodes/2774810/curb-your-enthusiasm-12x06-the-gettysburg-address,36,2,Space & access,0,0.0,20.32,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2783285,12,7,S12E07,The Dream Scheme,2024-03-17,2024,30,7.4,"An acquaintance from the club asks too much of Larry, while Jeff and Freddy both use Larry's tactics to get out of unwanted obligations of their own.",https://www.tvmaze.com/episodes/2783285/curb-your-enthusiasm-12x07-the-dream-scheme,27,1,Space & access,0,0.0,11.24,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2790520,12,8,S12E08,The Colostomy Bag,2024-03-24,2024,30,7.5,"When Richard enlists Larry's help to buy a vintage car, his careless behaviour leads to an unwanted outcome, while Jeff secretly schemes to give Larry power of attorney.",https://www.tvmaze.com/episodes/2790520/curb-your-enthusiasm-12x08-the-colostomy-bag,28,3,Space & access,0,0.0,27.36,3,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0
2794680,12,9,S12E09,Ken/Kendra,2024-03-31,2024,30,8.1,"A misunderstanding with Cheryl's masseuse threatens Larry's image, then public perception of him sinks even lower when he gives the wrong person Covid-19.",https://www.tvmaze.com/episodes/2794680/curb-your-enthusiasm-12x09-kenkendra,23,1,Relationships & loyalty,2,8.696,29.76,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2800200,12,10,S12E10,No Lessons Learned,2024-04-07,2024,60,8.9,"Larry returns to Atlanta, where he gets involved in Richard's love life and reveals a secret about Cheryl.",https://www.tvmaze.com/episodes/2800200/curb-your-enthusiasm-12x10-no-lessons-learned,18,2,Relationships & loyalty,0,0.0,18.16,3,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0
